,formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B,stabilityVec
240,Rb,Ba,0.774732584441,0.523533327481,0.348102735527,0.569698334941,0.163161367655,0.364698299894,0.00657894736842,0.0252631578947,0.0,0.0588235294118,0.888888888889,0.865740740741,0.0678102525069,0.155371812035,0.324324324324,0.437837837838,0.273333333333,0.296666666667,0.0136865801512,0.0636799065522,0.0,0.0,0.918993031744,0.845431453733,0.877059363595,0.714817269468,0.87705936351,0.714817269532,0.0,0.0,0.772599318956,0.526220204313,0.612244897959,0.30612244898,0.659340659341,0.252747252747,0.0707602339181,0.0397660818713,0.410358039371,0.370854802484,0.0186541737649,0.0606473594549,1.0,0.654426904598,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0817316243788,0.261574679571,0.029702970297,0.0792079207921,0.924242424242,0.844696969697,0.0454545454545,0.0,0.0,0.0357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.384615384615,0.593406593407,0.813755045732,0.697716008381,0.666666666667,0.833333333333,0.0,0.0220720720721,1.0,1.0,0.636363636364,0.636363636364,0.890685819491,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
241,Sr,Ba,0.435967021568,0.523533327481,0.357299137497,0.569698334941,0.281491850713,0.364698299894,0.0,0.0252631578947,0.0588235294118,0.0588235294118,0.773148148148,0.865740740741,0.116416214267,0.155371812035,0.454054054054,0.437837837838,0.316666666667,0.296666666667,0.0870295777192,0.0636799065522,0.0,0.0,0.863872553787,0.845431453733,0.64812700698,0.714817269468,0.648127007019,0.714817269532,0.0,0.0,0.441225879682,0.526220204313,0.428571428571,0.30612244898,0.32967032967,0.252747252747,0.059649122807,0.0397660818713,0.353943717796,0.370854802484,0.0632879045997,0.0606473594549,0.576641500801,0.654426904598,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.27465341355,0.261574679571,0.0693069306931,0.0792079207921,0.80303030303,0.844696969697,0.0,0.0,0.0357142857143,0.0357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.395604395604,0.593406593407,0.480813448472,0.697716008381,0.666666666667,0.833333333333,0.0274774774775,0.0220720720721,0.982378854626,1.0,1.0,0.636363636364,0.728582564502,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
242,Yb,Ba,0.330814125675,0.523533327481,0.7223606587,0.569698334941,0.249777917213,0.364698299894,0.0815789473684,0.0252631578947,0.117647058824,0.0588235294118,0.736111111111,0.865740740741,0.290831049727,0.155371812035,0.497297297297,0.437837837838,0.42,0.296666666667,0.114057895138,0.0636799065522,0.0,0.0,0.879862145272,0.845431453733,0.473026892174,0.714817269468,0.473026892153,0.714817269532,0.0,0.0,0.258615209989,0.526220204313,0.969387755102,0.30612244898,0.340659340659,0.252747252747,0.0302144249513,0.0397660818713,0.353283128551,0.370854802484,0.0652470187394,0.0606473594549,0.406085563944,0.654426904598,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.285639550092,0.261574679571,0.376237623762,0.0792079207921,0.719696969697,0.844696969697,0.0,0.0,0.535714285714,0.0357142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.747252747253,0.593406593407,0.409534515357,0.697716008381,0.833333333333,0.833333333333,0.0445945945946,0.0220720720721,0.982378854626,1.0,1.0,0.636363636364,0.622871077423,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
243,Br,Ba,0.319813164457,0.523533327481,0.324328485326,0.569698334941,0.0559137108201,0.364698299894,0.005,0.0252631578947,0.941176470588,0.0588235294118,0.425925925926,0.865740740741,0.138107399388,0.155371812035,0.0,0.437837837838,0.986666666667,0.296666666667,0.382724135068,0.0636799065522,0.0805061332744,0.0,0.871517502347,0.845431453733,0.423169149383,0.714817269468,0.423169149289,0.714817269532,0.0,0.0,0.216481271283,0.526220204313,0.336734693878,0.30612244898,0.758241758242,0.252747252747,0.0923976608187,0.0397660818713,1.0,0.370854802484,0.0450170357751,0.0606473594549,0.680279112331,0.654426904598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06952654983,0.261574679571,0.930693069307,0.0792079207921,0.0,0.844696969697,0.0454545454545,0.0,0.571428571429,0.0357142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.833333333333,0.0,0.0,0.0,1.0,1.0,0.362637362637,0.593406593407,0.135915385013,0.697716008381,0.5,0.833333333333,0.0,0.0220720720721,0.273127753304,1.0,0.0,0.636363636364,0.247357597452,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]"
244,Ac,Ba,0.273563890456,0.523533327481,0.952873204324,0.569698334941,0.591469974919,0.364698299894,0.0,0.0252631578947,0.117647058824,0.0588235294118,0.865740740741,0.865740740741,0.445768086304,0.155371812035,0.0,0.437837837838,0.366666666667,0.296666666667,0.0616665189551,0.0636799065522,0.0,0.0,0.678304555829,0.845431453733,0.570187534302,0.714817269468,0.570187534316,0.714817269532,0.0,0.0,0.352985244041,0.526220204313,0.0,0.30612244898,0.0,0.252747252747,0.0233918128655,0.0397660818713,0.35936054961,0.370854802484,0.102214650767,0.0606473594549,0.363532372455,0.654426904598,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.346063301072,0.261574679571,0.128712871287,0.0792079207921,0.0,0.844696969697,0.409090909091,0.0,0.0714285714286,0.0357142857143,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.956043956044,0.593406593407,0.581217106946,0.697716008381,1.0,0.833333333333,0.0,0.0220720720721,0.982378854626,1.0,1.0,0.636363636364,0.659133917628,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
245,Ce,Ba,0.249520436105,0.523533327481,0.581615798511,0.569698334941,0.618750777929,0.364698299894,0.0578947368421,0.0252631578947,0.117647058824,0.0588235294118,0.814814814815,0.865740740741,0.296098908971,0.155371812035,0.643243243243,0.437837837838,0.373333333333,0.296666666667,0.0794837234256,0.0636799065522,0.0,0.0,0.626854638196,0.845431453733,0.504055500066,0.714817269468,0.504055500099,0.714817269532,0.0,0.0,0.286946651532,0.526220204313,0.969387755102,0.30612244898,0.340659340659,0.252747252747,0.0374269005848,0.0397660818713,0.355925485533,0.370854802484,0.0465076660988,0.0606473594549,0.329444063143,0.654426904598,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.280146481821,0.261574679571,0.138613861386,0.0792079207921,0.689393939394,0.844696969697,1.0,0.0,0.107142857143,0.0357142857143,1.0,0.0,0.1,0.0,1.0,0.0,0.0714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.615384615385,0.593406593407,0.542895099895,0.697716008381,0.833333333333,0.833333333333,0.0630630630631,0.0220720720721,0.845814977974,1.0,1.0,0.636363636364,0.490725308088,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
246,Nd,Ba,0.243933504503,0.523533327481,0.599246294993,0.569698334941,0.574419473037,0.364698299894,0.0842105263158,0.0252631578947,0.117647058824,0.0588235294118,0.800925925926,0.865740740741,0.310308848611,0.155371812035,0.648648648649,0.437837837838,0.38,0.296666666667,0.0788216792128,0.0636799065522,0.0,0.0,0.62794392712,0.845431453733,0.480046971561,0.714817269468,0.480046971776,0.714817269532,0.0,0.0,0.264880817253,0.526220204313,0.969387755102,0.30612244898,0.340659340659,0.252747252747,0.037037037037,0.0397660818713,0.362663495838,0.370854802484,0.0608177172061,0.0606473594549,0.326355525051,0.654426904598,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.338477635365,0.261574679571,0.178217821782,0.0792079207921,0.689393939394,0.844696969697,0.454545454545,0.0,0.178571428571,0.0357142857143,0.0,0.0,0.0,0.0,0.769230769231,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.637362637363,0.593406593407,0.570486944972,0.697716008381,0.833333333333,0.833333333333,0.0720720720721,0.0220720720721,0.845814977974,1.0,1.0,0.636363636364,0.575151415692,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
247,Sm,Ba,0.242006859219,0.523533327481,0.625388655022,0.569698334941,0.353274463634,0.364698299894,0.1,0.0252631578947,0.117647058824,0.0588235294118,0.787037037037,0.865740740741,0.325492678196,0.155371812035,0.654054054054,0.437837837838,0.39,0.296666666667,0.0845577849102,0.0636799065522,0.0,0.0,0.631695732775,0.845431453733,0.463830812558,0.714817269468,0.46383081246,0.714817269532,0.0,0.0,0.250533484677,0.526220204313,0.969387755102,0.30612244898,0.340659340659,0.252747252747,0.0382066276803,0.0397660818713,0.390276126305,0.370854802484,0.0734241908007,0.0606473594549,0.314230153283,0.654426904598,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.351817944023,0.261574679571,0.217821782178,0.0792079207921,0.700757575758,0.844696969697,0.363636363636,0.0,0.25,0.0357142857143,0.0,0.0,0.0,0.0,0.615384615385,0.0,0.428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.659340659341,0.593406593407,0.530632057639,0.697716008381,0.833333333333,0.833333333333,0.0900900900901,0.0220720720721,0.722466960352,1.0,1.0,0.636363636364,0.5616791372,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
248,Te,Ba,0.242005676466,0.523533327481,0.52813463177,0.569698334941,0.214312873299,0.364698299894,0.171052631579,0.0252631578947,0.882352941176,0.0588235294118,0.509259259259,0.865740740741,0.276222700564,0.155371812035,0.0,0.437837837838,0.7,0.296666666667,0.247212866351,0.0636799065522,0.0256381920654,0.0,0.752135236732,0.845431453733,0.479575123817,0.714817269468,0.479575123864,0.714817269532,0.0,0.0,0.264457056345,0.526220204313,0.295918367347,0.30612244898,0.538461538462,0.252747252747,0.0393762183236,0.0397660818713,0.339939225789,0.370854802484,0.14804088586,0.0606473594549,0.323381377259,0.654426904598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.189029557939,0.261574679571,0.881188118812,0.0792079207921,0.530303030303,0.844696969697,0.0909090909091,0.0,0.535714285714,0.0357142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.666666666667,0.0,0.0,0.0,1.0,1.0,0.549450549451,0.593406593407,0.173470951923,0.697716008381,0.666666666667,0.833333333333,0.0720720720721,0.0220720720721,0.660792951542,1.0,0.0909090909091,0.636363636364,0.376469924561,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
249,Er,Ba,0.211861584724,0.523533327481,0.697598485381,0.569698334941,0.534862308672,0.364698299894,0.115789473684,0.0252631578947,0.117647058824,0.0588235294118,0.74537037037,0.865740740741,0.401323290669,0.155371812035,0.664864864865,0.437837837838,0.413333333333,0.296666666667,0.106980304233,0.0636799065522,0.0,0.0,0.643168020228,0.845431453733,0.435492597784,0.714817269468,0.435492597594,0.714817269532,0.0,0.0,0.226515323496,0.526220204313,0.969387755102,0.30612244898,0.340659340659,0.252747252747,0.0327485380117,0.0397660818713,0.371515391729,0.370854802484,0.169505962521,0.0606473594549,0.285975749256,0.654426904598,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.462987182841,0.261574679571,0.336633663366,0.0792079207921,0.662878787879,0.844696969697,0.0909090909091,0.0,0.464285714286,0.0357142857143,0.0,0.0,0.0,0.0,0.153846153846,0.0,0.857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.725274725275,0.593406593407,0.437126360434,0.697716008381,0.833333333333,0.833333333333,0.126126126126,0.0220720720721,0.845814977974,1.0,1.0,0.636363636364,0.522293107958,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
250,Sb,Ba,0.207825164974,0.523533327481,0.503180172376,0.569698334941,0.31644537957,0.364698299894,0.110526315789,0.0252631578947,0.823529411765,0.0588235294118,0.513888888889,0.865740740741,0.296453050769,0.155371812035,0.681081081081,0.437837837838,0.683333333333,0.296666666667,0.227824635796,0.0636799065522,0.0,0.0,0.677357631979,0.845431453733,0.446122045096,0.714817269468,0.446122045022,0.714817269532,0.0,0.0,0.235368898978,0.526220204313,0.80612244898,0.30612244898,0.373626373626,0.252747252747,0.040350877193,0.0397660818713,0.333333333333,0.370854802484,0.168568994889,0.0606473594549,0.28071379547,0.654426904598,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.236405963903,0.261574679571,0.831683168317,0.0792079207921,0.587121212121,0.844696969697,0.136363636364,0.0,0.5,0.0357142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.538461538462,0.593406593407,0.190332635025,0.697716008381,0.666666666667,0.833333333333,0.0900900900901,0.0220720720721,0.722466960352,1.0,0.181818181818,0.636363636364,0.392424343438,0.751893657721,"[1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0]"
251,Tm,Ba,0.206962428036,0.523533327481,0.704756697696,0.569698334941,0.3783387014,0.364698299894,0.118421052632,0.0252631578947,0.117647058824,0.0588235294118,0.75,0.865740740741,0.412611560476,0.155371812035,0.664864864865,0.437837837838,0.416666666667,0.296666666667,0.110682436141,0.0636799065522,0.0,0.0,0.650044323049,0.845431453733,0.426544917446,0.714817269468,0.426544917455,0.714817269532,0.0,0.0,0.219205448354,0.526220204313,0.969387755102,0.30612244898,0.340659340659,0.252747252747,0.0311890838207,0.0397660818713,0.357114546175,0.370854802484,0.143441226576,0.0606473594549,0.279913063372,0.654426904598,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.47554276746,0.261574679571,0.356435643564,0.0792079207921,0.662878787879,0.844696969697,0.0454545454545,0.0,0.5,0.0357142857143,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.928571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.736263736264,0.593406593407,0.423330437896,0.697716008381,0.833333333333,0.833333333333,0.13963963964,0.0220720720721,0.845814977974,1.0,1.0,0.636363636364,0.516767268569,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
252,P,Ba,0.189875518476,0.523533327481,0.115248410448,0.569698334941,0.0936805724877,0.364698299894,0.0289473684211,0.0252631578947,0.823529411765,0.0588235294118,0.365740740741,0.865740740741,0.0806921604051,0.155371812035,0.891891891892,0.437837837838,0.73,0.296666666667,0.318592347098,0.0636799065522,0.0897889269533,0.0,0.57905357955,0.845431453733,0.338114314841,0.714817269468,0.338114314963,0.714817269532,0.0,0.0,0.153736554824,0.526220204313,0.204081632653,0.30612244898,0.56043956044,0.252747252747,0.149902534113,0.0397660818713,0.314757563747,0.370854802484,0.157921635434,0.0606473594549,0.152367879204,0.654426904598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0829976458279,0.261574679571,0.811881188119,0.0792079207921,0.386363636364,0.844696969697,0.136363636364,0.0,0.142857142857,0.0357142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.142857142857,0.593406593407,0.144806090649,0.697716008381,0.333333333333,0.833333333333,0.0,0.0220720720721,0.0,1.0,0.181818181818,0.636363636364,0.202489320129,0.751893657721,"[1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0]"
253,In,Ba,0.170526412183,0.523533327481,0.473516840679,0.569698334941,0.399140313695,0.364698299894,0.0,0.0252631578947,0.705882352941,0.0588235294118,0.527777777778,0.865740740741,0.323589166032,0.155371812035,0.632432432432,0.437837837838,0.593333333333,0.296666666667,0.0914517431141,0.0636799065522,0.0,0.0,0.788487531088,0.845431453733,0.360364644069,0.714817269468,0.360364643876,0.714817269532,0.0,0.0,0.169080590238,0.526220204313,0.336734693878,0.30612244898,0.21978021978,0.252747252747,0.0454191033138,0.0397660818713,0.353283128551,0.370854802484,0.0280323679727,0.0606473594549,0.234156943491,0.654426904598,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.112411718546,0.261574679571,0.732673267327,0.0792079207921,0.587121212121,0.844696969697,0.227272727273,0.0,0.428571428571,0.0357142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.166666666667,0.0,0.0,0.0,1.0,1.0,0.516483516484,0.593406593407,0.237085483628,0.697716008381,0.666666666667,0.833333333333,0.0,0.0220720720721,0.603524229075,1.0,1.0,0.636363636364,0.491133015031,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0]"
254,Np,Ba,0.108453719117,0.523533327481,0.995603443011,0.569698334941,0.727873989971,0.364698299894,0.0,0.0252631578947,0.117647058824,0.0588235294118,0.75,0.865740740741,0.905267069065,0.155371812035,0.0,0.437837837838,0.453333333333,0.296666666667,0.114615558658,0.0636799065522,0.0,0.0,0.0014162638364,0.845431453733,0.278811990791,0.714817269468,0.278811990833,0.714817269532,0.0,0.0,0.116356413167,0.526220204313,0.0,0.30612244898,0.0,0.252747252747,0.0,0.0397660818713,0.0,0.370854802484,0.0272572402044,0.0606473594549,0.154998856097,0.654426904598,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.239863981167,0.261574679571,0.207920792079,0.0792079207921,0.662878787879,0.844696969697,0.863636363636,0.0,0.214285714286,0.0357142857143,1.0,0.0,0.1,0.0,0.769230769231,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.593406593407,0.469316846357,0.697716008381,1.0,0.833333333333,0.0,0.0220720720721,0.264317180617,1.0,0.272727272727,0.636363636364,0.272361059115,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
255,Ta,Ba,0.0975774618601,0.523533327481,0.756091396357,0.569698334941,0.976470307403,0.364698299894,0.526315789474,0.0252631578947,0.235294117647,0.0588235294118,0.657407407407,0.865740740741,0.737049715067,0.155371812035,0.881081081081,0.437837837838,0.5,0.296666666667,0.176657799784,0.0636799065522,0.0,0.0,0.0848398811872,0.845431453733,0.273631088639,0.714817269468,0.273631088745,0.714817269532,0.0,0.0,0.113325766175,0.526220204313,0.234693877551,0.30612244898,0.527472527473,0.252747252747,0.0272904483431,0.0397660818713,0.335050865372,0.370854802484,0.311499148211,0.0606473594549,0.137039579044,0.654426904598,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.860580695789,0.261574679571,0.465346534653,0.0792079207921,0.549242424242,0.844696969697,0.318181818182,0.0,0.642857142857,0.0357142857143,0.777777777778,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.78021978022,0.593406593407,0.289969853358,0.697716008381,0.833333333333,0.833333333333,0.310810810811,0.0220720720721,1.0,1.0,0.636363636364,0.636363636364,0.371451795705,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
256,Ti,Ba,0.0938517998651,0.523533327481,0.187433619642,0.569698334941,0.606303911556,0.364698299894,0.289473684211,0.0252631578947,0.176470588235,0.0588235294118,0.611111111111,0.865740740741,0.199506733597,0.155371812035,0.821621621622,0.437837837838,0.513333333333,0.296666666667,0.141794164945,0.0636799065522,0.0,0.0,0.397122386647,0.845431453733,0.250682310388,0.714817269468,0.250682310377,0.714817269532,1.06601585057e-05,0.0,0.100340522134,0.526220204313,0.112244897959,0.30612244898,0.175824175824,0.252747252747,0.102144249513,0.0397660818713,0.331087329898,0.370854802484,0.120528109029,0.0606473594549,0.137268359643,0.654426904598,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.507716453047,0.261574679571,0.415841584158,0.0792079207921,0.537878787879,0.844696969697,0.363636363636,0.0,0.107142857143,0.0357142857143,0.888888888889,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21978021978,0.593406593407,0.312963057589,0.697716008381,0.5,0.833333333333,0.198198198198,0.0220720720721,0.845814977974,1.0,0.636363636364,0.636363636364,0.328327170719,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
257,Ag,Ba,0.0887621291645,0.523533327481,0.443820179396,0.569698334941,0.414485765389,0.364698299894,0.263157894737,0.0252631578947,0.588235294118,0.0588235294118,0.541666666667,0.865740740741,0.464360530693,0.155371812035,0.735135135135,0.437837837838,0.643333333333,0.296666666667,0.177946128158,0.0636799065522,0.0,0.0,0.78093426084,0.845431453733,0.244699786878,0.714817269468,0.244699786641,0.714817269532,0.0,0.0,0.0970715096481,0.526220204313,0.122448979592,0.30612244898,0.153846153846,0.252747252747,0.0458089668616,0.0397660818713,0.334918747523,0.370854802484,0.0962521294719,0.0606473594549,0.130176161062,0.654426904598,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.323026419043,0.261574679571,0.633663366337,0.0792079207921,0.545454545455,0.844696969697,0.0454545454545,0.0,0.357142857143,0.0357142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.494505494505,0.593406593407,0.196310868125,0.697716008381,0.666666666667,0.833333333333,0.135135135135,0.0220720720721,0.982378854626,1.0,1.0,0.636363636364,0.389208843394,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0]"
258,Au,Ba,0.0875948599703,0.523533327481,0.8245396368,0.569698334941,0.532816248446,0.364698299894,0.578947368421,0.0252631578947,0.588235294118,0.0588235294118,0.5,0.865740740741,0.854359185618,0.155371812035,0.848648648649,0.437837837838,0.846666666667,0.296666666667,0.257647552983,0.0636799065522,0.0,0.0,0.746895754562,0.845431453733,0.250847257998,0.714817269468,0.250847257926,0.714817269532,0.0,0.0,0.100431328036,0.526220204313,0.112244897959,0.30612244898,0.10989010989,0.252747252747,0.0251461988304,0.0397660818713,0.335817148897,0.370854802484,0.106899488927,0.0606473594549,0.129146648364,0.654426904598,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.349811666231,0.261574679571,0.643564356436,0.0792079207921,0.541666666667,0.844696969697,0.0454545454545,0.0,0.857142857143,0.0357142857143,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.846153846154,0.593406593407,0.178069592769,0.697716008381,0.833333333333,0.833333333333,0.121621621622,0.0220720720721,0.982378854626,1.0,1.0,0.636363636364,0.3911576313,0.751893657721,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0]"
